application_id,candidate_id,company,role,location,source,applied_at,screening_passed,shortlisted,verified_shortlist,interviewed,offer_received,hired,current_stage
APP00390,CAND00390,InsightHub,Marketing Analyst,Gurugram,LinkedIn,2026-07-02 03:00:00,True,True,False,True,False,False,Interviewed
APP00677,CAND00677,InsightHub,Data Analyst,Gurugram,Job Portal,2026-07-02 04:00:00,False,False,False,False,False,False,Applied
APP00276,CAND00276,NextGen Labs,Business Analyst,Delhi,Company Website,2026-07-02 05:00:00,True,True,True,True,False,False,Interviewed
APP00606,CAND00606,DataNova,Product Analyst,Delhi,Company Website,2026-07-02 06:00:00,False,False,False,False,False,False,Applied
APP00572,CAND00572,InsightHub,Data Analyst,Delhi,LinkedIn,2026-07-02 07:00:00,True,False,False,False,False,False,Screened
APP00013,CAND00013,InsightHub,BI Analyst,Pune,LinkedIn,2026-07-02 08:00:00,True,False,False,False,False,False,Screened
APP00019,CAND00019,NextGen Labs,Business Analyst,Mumbai,Company Website,2026-07-02 09:00:00,True,False,False,False,False,False,Screened
APP00100,CAND00100,BrightWorks,BI Analyst,Pune,Job Portal,2026-07-02 10:00:00,True,True,True,True,True,False,Offer
APP00616,CAND00616,BrightWorks,Product Analyst,Hyderabad,Campus,2026-07-02 11:00:00,False,False,False,False,False,False,Applied
APP00285,CAND00285,InsightHub,BI Analyst,Bengaluru,Referral,2026-07-02 12:00:00,True,False,False,False,False,False,Screened
APP00564,CAND00564,InsightHub,Data Analyst,Gurugram,Job Portal,2026-07-02 13:00:00,True,False,False,False,False,False,Screened
APP00621,CAND00621,Alpha Tech,Data Analyst,Gurugram,Job Portal,2026-07-02 14:00:00,False,False,False,False,False,False,Applied
APP00959,CAND00959,Alpha Tech,BI Analyst,Mumbai,Job Portal,2026-07-02 15:00:00,False,False,False,False,False,False,Applied
APP00106,CAND00106,DataNova,Marketing Analyst,Hyderabad,Job Portal,2026-07-02 16:00:00,False,False,False,False,False,False,Applied
APP00427,CAND00427,Alpha Tech,Marketing Analyst,Gurugram,Company Website,2026-07-02 17:00:00,True,True,True,False,False,False,Shortlisted
APP00696,CAND00696,NextGen Labs,Business Analyst,Delhi,Referral,2026-07-02 18:00:00,True,True,True,False,False,False,Shortlisted
APP00912,CAND00912,DataNova,Data Analyst,Hyderabad,Job Portal,2026-07-02 19:00:00,True,False,False,False,False,False,Screened
APP00669,CAND00669,Alpha Tech,Product Analyst,Delhi,Job Portal,2026-07-02 20:00:00,True,False,False,False,False,False,Screened
APP00038,CAND00038,Alpha Tech,Product Analyst,Gurugram,Job Portal,2026-07-02 21:00:00,True,False,False,False,False,False,Screened
APP00211,CAND00211,Alpha Tech,Marketing Analyst,Hyderabad,Referral,2026-07-02 22:00:00,True,True,False,True,True,False,Offer
APP00931,CAND00931,InsightHub,Marketing Analyst,Mumbai,Job Portal,2026-07-02 23:00:00,True,True,True,True,False,False,Interviewed
APP00978,CAND00978,NextGen Labs,Marketing Analyst,Hyderabad,Job Portal,2026-07-03 00:00:00,True,True,False,False,False,False,Shortlisted
APP00636,CAND00636,Alpha Tech,BI Analyst,Bengaluru,Company Website,2026-07-03 01:00:00,True,False,False,False,False,False,Screened
APP00054,CAND00054,Alpha Tech,Product Analyst,Delhi,Campus,2026-07-03 02:00:00,False,False,False,False,False,False,Applied
APP00262,CAND00262,InsightHub,Business Analyst,Delhi,Campus,2026-07-03 03:00:00,True,True,True,True,False,False,Interviewed
APP00539,CAND00539,Alpha Tech,Marketing Analyst,Hyderabad,Company Website,2026-07-03 04:00:00,True,True,True,True,False,False,Interviewed
APP00884,CAND00884,BrightWorks,Business Analyst,Delhi,Job Portal,2026-07-03 05:00:00,True,True,True,False,False,False,Shortlisted
APP00465,CAND00465,Alpha Tech,Business Analyst,Delhi,Campus,2026-07-03 06:00:00,True,True,False,True,False,False,Interviewed
APP00812,CAND00812,DataNova,Data Analyst,Delhi,LinkedIn,2026-07-03 07:00:00,True,False,False,False,False,False,Screened
APP00998,CAND00998,BrightWorks,BI Analyst,Pune,Job Portal,2026-07-03 08:00:00,False,False,False,False,False,False,Applied
APP00504,CAND00504,Alpha Tech,Data Analyst,Bengaluru,LinkedIn,2026-07-03 09:00:00,True,True,True,True,False,False,Interviewed
APP00958,CAND00958,BrightWorks,BI Analyst,Mumbai,Job Portal,2026-07-03 10:00:00,True,False,False,False,False,False,Screened
APP00622,CAND00622,DataNova,Data Analyst,Gurugram,Job Portal,2026-07-03 11:00:00,True,False,False,False,False,False,Screened
APP00847,CAND00847,DataNova,Marketing Analyst,Bengaluru,Job Portal,2026-07-03 12:00:00,True,False,False,False,False,False,Screened
APP00942,CAND00942,BrightWorks,Business Analyst,Delhi,Referral,2026-07-03 13:00:00,False,False,False,False,False,False,Applied
APP00399,CAND00399,Alpha Tech,Marketing Analyst,Bengaluru,LinkedIn,2026-07-03 14:00:00,True,False,False,False,False,False,Screened
APP00711,CAND00711,BrightWorks,Product Analyst,Gurugram,LinkedIn,2026-07-03 15:00:00,True,False,False,False,False,False,Screened
APP00588,CAND00588,Alpha Tech,Data Analyst,Gurugram,Job Portal,2026-07-03 16:00:00,True,False,False,False,False,False,Screened
APP00319,CAND00319,InsightHub,Business Analyst,Bengaluru,Job Portal,2026-07-03 17:00:00,True,True,True,True,False,False,Interviewed
APP00348,CAND00348,Alpha Tech,Data Analyst,Bengaluru,Job Portal,2026-07-03 18:00:00,False,False,False,False,False,False,Applied
APP00755,CAND00755,Alpha Tech,Product Analyst,Delhi,Job Portal,2026-07-03 19:00:00,False,False,False,False,False,False,Applied
APP00081,CAND00081,NextGen Labs,Marketing Analyst,Bengaluru,LinkedIn,2026-07-03 20:00:00,True,True,True,False,False,False,Shortlisted
APP00823,CAND00823,Alpha Tech,Marketing Analyst,Delhi,Company Website,2026-07-03 21:00:00,True,False,False,False,False,False,Screened
APP00546,CAND00546,NextGen Labs,Business Analyst,Hyderabad,Company Website,2026-07-03 23:00:00,True,True,True,True,False,False,Interviewed
APP00661,CAND00661,NextGen Labs,BI Analyst,Gurugram,Company Website,2026-07-04 00:00:00,True,True,True,True,False,False,Interviewed
APP00748,CAND00748,DataNova,Product Analyst,Gurugram,Referral,2026-07-04 01:00:00,True,False,False,False,False,False,Screened
APP00720,CAND00720,InsightHub,Business Analyst,Gurugram,LinkedIn,2026-07-04 02:00:00,True,True,True,False,False,False,Shortlisted
APP00527,CAND00527,BrightWorks,BI Analyst,Delhi,Company Website,2026-07-04 03:00:00,False,False,False,False,False,False,Applied
APP00804,CAND00804,DataNova,Marketing Analyst,Hyderabad,Referral,2026-07-04 04:00:00,False,False,False,False,False,False,Applied
APP00234,CAND00234,NextGen Labs,Marketing Analyst,Hyderabad,Company Website,2026-07-04 05:00:00,True,True,True,True,False,False,Interviewed
APP00251,CAND00251,NextGen Labs,Marketing Analyst,Gurugram,Job Portal,2026-07-04 06:00:00,True,False,False,False,False,False,Screened
APP00026,CAND00026,NextGen Labs,Business Analyst,Hyderabad,LinkedIn,2026-07-04 07:00:00,True,True,True,False,False,False,Shortlisted
APP00235,CAND00235,NextGen Labs,Marketing Analyst,Gurugram,Job Portal,2026-07-04 08:00:00,True,True,True,False,False,False,Shortlisted
APP00976,CAND00976,Alpha Tech,Data Analyst,Mumbai,Job Portal,2026-07-04 09:00:00,True,True,True,False,False,False,Shortlisted
APP00369,CAND00369,NextGen Labs,Business Analyst,Pune,Job Portal,2026-07-04 10:00:00,True,True,True,False,False,False,Shortlisted
APP00632,CAND00632,Alpha Tech,BI Analyst,Mumbai,Campus,2026-07-04 11:00:00,False,False,False,False,False,False,Applied
APP00018,CAND00018,InsightHub,BI Analyst,Mumbai,Referral,2026-07-04 12:00:00,True,True,True,True,False,False,Interviewed
APP00614,CAND00614,NextGen Labs,Business Analyst,Gurugram,Job Portal,2026-07-04 13:00:00,True,True,False,True,True,True,Hired
APP00325,CAND00325,InsightHub,Marketing Analyst,Gurugram,Campus,2026-07-04 14:00:00,False,False,False,False,False,False,Applied
APP00664,CAND00664,InsightHub,Business Analyst,Mumbai,Job Portal,2026-07-04 15:00:00,False,False,False,False,False,False,Applied
APP00580,CAND00580,InsightHub,BI Analyst,Delhi,Job Portal,2026-07-04 16:00:00,False,False,False,False,False,False,Applied
APP00686,CAND00686,BrightWorks,Data Analyst,Mumbai,Referral,2026-07-04 17:00:00,True,True,True,True,False,False,Interviewed
APP00791,CAND00791,InsightHub,Marketing Analyst,Pune,Job Portal,2026-07-04 18:00:00,False,False,False,False,False,False,Applied
APP00908,CAND00908,NextGen Labs,Business Analyst,Bengaluru,Company Website,2026-07-04 19:00:00,False,False,False,False,False,False,Applied
APP00685,CAND00685,Alpha Tech,BI Analyst,Mumbai,Campus,2026-07-04 21:00:00,True,False,False,False,False,False,Screened
APP00069,CAND00069,DataNova,Data Analyst,Bengaluru,Job Portal,2026-07-04 22:00:00,False,False,False,False,False,False,Applied
APP00947,CAND00947,NextGen Labs,Business Analyst,Pune,Job Portal,2026-07-04 23:00:00,False,False,False,False,False,False,Applied
APP00358,CAND00358,NextGen Labs,Business Analyst,Bengaluru,Referral,2026-07-05 00:00:00,True,False,False,False,False,False,Screened
APP00641,CAND00641,DataNova,BI Analyst,Pune,Job Portal,2026-07-05 01:00:00,True,False,False,False,False,False,Screened
APP00247,CAND00247,InsightHub,Business Analyst,Gurugram,Company Website,2026-07-05 02:00:00,True,False,False,False,False,False,Screened
APP00187,CAND00187,BrightWorks,Data Analyst,Bengaluru,LinkedIn,2026-07-05 03:00:00,True,True,True,True,False,False,Interviewed
APP00615,CAND00615,BrightWorks,BI Analyst,Gurugram,LinkedIn,2026-07-05 04:00:00,True,False,False,False,False,False,Screened
APP00411,CAND00411,DataNova,Product Analyst,Hyderabad,Company Website,2026-07-05 05:00:00,True,True,True,True,False,False,Interviewed
APP00423,CAND00423,NextGen Labs,Product Analyst,Gurugram,Job Portal,2026-07-05 06:00:00,False,False,False,False,False,False,Applied
APP00805,CAND00805,InsightHub,Product Analyst,Mumbai,Company Website,2026-07-05 07:00:00,True,True,True,False,False,False,Shortlisted
APP00373,CAND00373,InsightHub,Marketing Analyst,Delhi,Job Portal,2026-07-05 08:00:00,True,False,False,False,False,False,Screened
APP00584,CAND00584,InsightHub,Marketing Analyst,Mumbai,Company Website,2026-07-05 09:00:00,True,True,False,False,False,False,Shortlisted
APP00429,CAND00429,NextGen Labs,BI Analyst,Hyderabad,Company Website,2026-07-05 10:00:00,False,False,False,False,False,False,Applied
APP00274,CAND00274,InsightHub,Product Analyst,Pune,Campus,2026-07-05 11:00:00,True,True,True,True,False,False,Interviewed
APP00500,CAND00500,DataNova,Marketing Analyst,Pune,Campus,2026-07-05 12:00:00,True,True,True,True,False,False,Interviewed
APP00626,CAND00626,Alpha Tech,Product Analyst,Delhi,Company Website,2026-07-05 13:00:00,True,True,True,False,False,False,Shortlisted
APP00493,CAND00493,NextGen Labs,Business Analyst,Mumbai,Job Portal,2026-07-05 14:00:00,False,False,False,False,False,False,Applied
APP00699,CAND00699,DataNova,BI Analyst,Delhi,Job Portal,2026-07-05 15:00:00,False,False,False,False,False,False,Applied
APP00732,CAND00732,NextGen Labs,BI Analyst,Mumbai,LinkedIn,2026-07-05 16:00:00,False,False,False,False,False,False,Applied
APP00770,CAND00770,Alpha Tech,BI Analyst,Delhi,LinkedIn,2026-07-05 17:00:00,True,False,False,False,False,False,Screened
APP00980,CAND00980,Alpha Tech,Business Analyst,Hyderabad,Referral,2026-07-05 19:00:00,False,False,False,False,False,False,Applied
APP00141,CAND00141,DataNova,Marketing Analyst,Delhi,Campus,2026-07-05 20:00:00,True,True,True,True,True,True,Hired
APP00388,CAND00388,NextGen Labs,Product Analyst,Mumbai,Job Portal,2026-07-05 22:00:00,True,True,True,True,False,False,Interviewed
APP00817,CAND00817,DataNova,Data Analyst,Pune,Referral,2026-07-05 23:00:00,False,False,False,False,False,False,Applied
APP00084,CAND00084,InsightHub,Data Analyst,Gurugram,Job Portal,2026-07-06 00:00:00,True,True,True,True,False,False,Interviewed
APP00950,CAND00950,DataNova,BI Analyst,Mumbai,Referral,2026-07-06 01:00:00,True,True,True,False,False,False,Shortlisted
APP00086,CAND00086,Alpha Tech,BI Analyst,Pune,Company Website,2026-07-06 02:00:00,True,False,False,False,False,False,Screened
APP00936,CAND00936,Alpha Tech,Product Analyst,Gurugram,Job Portal,2026-07-06 03:00:00,False,False,False,False,False,False,Applied
APP00759,CAND00759,Alpha Tech,BI Analyst,Mumbai,Campus,2026-07-06 04:00:00,False,False,False,False,False,False,Applied
APP00138,CAND00138,NextGen Labs,BI Analyst,Pune,LinkedIn,2026-07-06 05:00:00,True,False,False,False,False,False,Screened
APP00521,CAND00521,DataNova,Business Analyst,Gurugram,Referral,2026-07-06 06:00:00,True,True,True,True,False,False,Interviewed
APP00595,CAND00595,Alpha Tech,Data Analyst,Hyderabad,Campus,2026-07-06 07:00:00,True,True,True,True,False,False,Interviewed
APP00846,CAND00846,InsightHub,Business Analyst,Bengaluru,Company Website,2026-07-06 08:00:00,False,False,False,False,False,False,Applied
APP00103,CAND00103,InsightHub,Marketing Analyst,Gurugram,Company Website,2026-07-06 09:00:00,True,True,True,False,False,False,Shortlisted
APP00119,CAND00119,NextGen Labs,Product Analyst,Pune,Campus,2026-07-06 10:00:00,True,True,True,False,False,False,Shortlisted
APP00547,CAND00547,DataNova,BI Analyst,Gurugram,Job Portal,2026-07-06 11:00:00,True,True,True,True,True,True,Hired
APP00110,CAND00110,BrightWorks,BI Analyst,Mumbai,Job Portal,2026-07-06 12:00:00,True,False,False,False,False,False,Screened
APP00208,CAND00208,Alpha Tech,Product Analyst,Mumbai,Referral,2026-07-06 13:00:00,True,False,False,False,False,False,Screened
APP00199,CAND00199,BrightWorks,Marketing Analyst,Hyderabad,Campus,2026-07-06 14:00:00,True,True,True,True,False,False,Interviewed
APP00929,CAND00929,NextGen Labs,Marketing Analyst,Mumbai,Referral,2026-07-06 15:00:00,False,False,False,False,False,False,Applied
APP00758,CAND00758,BrightWorks,Business Analyst,Delhi,Referral,2026-07-06 17:00:00,True,True,True,False,False,False,Shortlisted
APP00437,CAND00437,InsightHub,Marketing Analyst,Delhi,Job Portal,2026-07-06 19:00:00,False,False,False,False,False,False,Applied
APP00352,CAND00352,NextGen Labs,Marketing Analyst,Bengaluru,LinkedIn,2026-07-06 21:00:00,True,True,True,True,False,False,Interviewed
APP00461,CAND00461,BrightWorks,Data Analyst,Delhi,Job Portal,2026-07-06 22:00:00,True,True,True,False,False,False,Shortlisted
APP00671,CAND00671,NextGen Labs,Marketing Analyst,Mumbai,Job Portal,2026-07-06 23:00:00,False,False,False,False,False,False,Applied
APP00589,CAND00589,NextGen Labs,Data Analyst,Pune,Job Portal,2026-07-07 00:00:00,False,False,False,False,False,False,Applied
APP00204,CAND00204,NextGen Labs,Data Analyst,Delhi,Campus,2026-07-07 01:00:00,True,False,False,False,False,False,Screened
APP00188,CAND00188,DataNova,Product Analyst,Gurugram,Referral,2026-07-07 03:00:00,True,False,False,False,False,False,Screened
APP00467,CAND00467,Alpha Tech,Business Analyst,Bengaluru,Job Portal,2026-07-07 04:00:00,True,False,False,False,False,False,Screened
APP00680,CAND00680,DataNova,Business Analyst,Pune,LinkedIn,2026-07-07 05:00:00,True,True,True,False,False,False,Shortlisted
APP00298,CAND00298,NextGen Labs,BI Analyst,Hyderabad,Job Portal,2026-07-07 06:00:00,True,True,False,False,False,False,Shortlisted
APP00340,CAND00340,Alpha Tech,BI Analyst,Mumbai,Job Portal,2026-07-07 07:00:00,True,False,False,False,False,False,Screened
APP00027,CAND00027,Alpha Tech,Marketing Analyst,Mumbai,Job Portal,2026-07-07 08:00:00,True,True,True,True,False,False,Interviewed
APP00025,CAND00025,DataNova,BI Analyst,Gurugram,Company Website,2026-07-07 09:00:00,False,False,False,False,False,False,Applied
APP00724,CAND00724,InsightHub,Data Analyst,Mumbai,LinkedIn,2026-07-07 10:00:00,True,True,True,True,False,False,Interviewed
APP00844,CAND00844,BrightWorks,BI Analyst,Pune,Campus,2026-07-07 11:00:00,True,False,False,False,False,False,Screened
APP00124,CAND00124,Alpha Tech,Product Analyst,Hyderabad,Job Portal,2026-07-07 12:00:00,False,False,False,False,False,False,Applied
APP00318,CAND00318,BrightWorks,Marketing Analyst,Hyderabad,Job Portal,2026-07-07 13:00:00,True,True,True,False,False,False,Shortlisted
APP00222,CAND00222,InsightHub,Business Analyst,Gurugram,Referral,2026-07-07 14:00:00,False,False,False,False,False,False,Applied
APP00185,CAND00185,BrightWorks,Product Analyst,Hyderabad,Job Portal,2026-07-07 15:00:00,True,False,False,False,False,False,Screened
APP00830,CAND00830,Alpha Tech,Business Analyst,Delhi,Company Website,2026-07-07 16:00:00,False,False,False,False,False,False,Applied
APP00328,CAND00328,DataNova,Data Analyst,Bengaluru,Referral,2026-07-07 17:00:00,True,True,True,True,True,False,Offer
APP00334,CAND00334,NextGen Labs,BI Analyst,Pune,Job Portal,2026-07-07 18:00:00,True,False,False,False,False,False,Screened
APP00379,CAND00379,BrightWorks,Data Analyst,Delhi,LinkedIn,2026-07-07 19:00:00,True,True,True,False,False,False,Shortlisted
APP00165,CAND00165,NextGen Labs,Business Analyst,Bengaluru,Job Portal,2026-07-07 20:00:00,True,False,False,False,False,False,Screened
APP00773,CAND00773,InsightHub,Business Analyst,Hyderabad,Job Portal,2026-07-07 21:00:00,False,False,False,False,False,False,Applied
APP00087,CAND00087,Alpha Tech,Data Analyst,Hyderabad,LinkedIn,2026-07-07 22:00:00,True,True,False,True,False,False,Interviewed
APP00074,CAND00074,DataNova,Marketing Analyst,Delhi,LinkedIn,2026-07-07 23:00:00,True,False,False,False,False,False,Screened
APP00109,CAND00109,DataNova,Product Analyst,Gurugram,Job Portal,2026-07-08 00:00:00,True,False,False,False,False,False,Screened
APP00731,CAND00731,Alpha Tech,Data Analyst,Pune,Job Portal,2026-07-08 01:00:00,True,True,True,True,True,False,Offer
APP00096,CAND00096,BrightWorks,BI Analyst,Hyderabad,Company Website,2026-07-08 03:00:00,True,False,False,False,False,False,Screened
APP00233,CAND00233,BrightWorks,BI Analyst,Pune,Referral,2026-07-08 04:00:00,False,False,False,False,False,False,Applied
APP00498,CAND00498,DataNova,Data Analyst,Delhi,Job Portal,2026-07-08 05:00:00,True,True,False,True,True,True,Hired
APP00324,CAND00324,Alpha Tech,Marketing Analyst,Hyderabad,Job Portal,2026-07-08 07:00:00,False,False,False,False,False,False,Applied
APP00526,CAND00526,Alpha Tech,Business Analyst,Pune,Company Website,2026-07-08 08:00:00,False,False,False,False,False,False,Applied
APP00864,CAND00864,BrightWorks,Marketing Analyst,Bengaluru,Company Website,2026-07-08 09:00:00,True,False,False,False,False,False,Screened
APP00660,CAND00660,Alpha Tech,Marketing Analyst,Delhi,Referral,2026-07-08 10:00:00,True,True,True,True,True,True,Hired
APP00459,CAND00459,NextGen Labs,Business Analyst,Hyderabad,Job Portal,2026-07-08 11:00:00,True,False,False,False,False,False,Screened
APP00666,CAND00666,NextGen Labs,Marketing Analyst,Mumbai,Job Portal,2026-07-08 12:00:00,True,False,False,False,False,False,Screened
APP00799,CAND00799,DataNova,Business Analyst,Mumbai,Referral,2026-07-08 13:00:00,True,True,False,True,True,True,Hired
APP00323,CAND00323,InsightHub,Data Analyst,Mumbai,Referral,2026-07-08 14:00:00,True,False,False,False,False,False,Screened
APP00687,CAND00687,NextGen Labs,Business Analyst,Gurugram,Referral,2026-07-08 15:00:00,True,False,False,False,False,False,Screened
APP00985,CAND00985,DataNova,Data Analyst,Mumbai,LinkedIn,2026-07-08 16:00:00,True,True,True,True,False,False,Interviewed
APP00368,CAND00368,Alpha Tech,Business Analyst,Delhi,Campus,2026-07-08 17:00:00,True,False,False,False,False,False,Screened
APP00556,CAND00556,InsightHub,Business Analyst,Hyderabad,Company Website,2026-07-08 18:00:00,True,True,True,True,True,True,Hired
APP00550,CAND00550,DataNova,Business Analyst,Hyderabad,LinkedIn,2026-07-08 19:00:00,False,False,False,False,False,False,Applied
APP00725,CAND00725,NextGen Labs,Business Analyst,Hyderabad,Referral,2026-07-08 20:00:00,True,False,False,False,False,False,Screened
APP00601,CAND00601,BrightWorks,Product Analyst,Mumbai,Job Portal,2026-07-08 21:00:00,False,False,False,False,False,False,Applied
APP00737,CAND00737,Alpha Tech,Product Analyst,Mumbai,Company Website,2026-07-08 22:00:00,True,True,True,True,True,True,Hired
APP00625,CAND00625,NextGen Labs,Business Analyst,Delhi,Referral,2026-07-08 23:00:00,True,False,False,False,False,False,Screened
APP00992,CAND00992,NextGen Labs,BI Analyst,Pune,Referral,2026-07-09 01:00:00,True,True,True,True,True,True,Hired
APP00049,CAND00049,DataNova,Data Analyst,Hyderabad,Referral,2026-07-09 03:00:00,True,True,True,False,False,False,Shortlisted
APP00282,CAND00282,DataNova,Marketing Analyst,Bengaluru,Company Website,2026-07-09 04:00:00,True,True,True,False,False,False,Shortlisted
APP00207,CAND00207,Alpha Tech,Business Analyst,Gurugram,Job Portal,2026-07-09 05:00:00,True,True,True,True,False,False,Interviewed
APP00408,CAND00408,DataNova,BI Analyst,Mumbai,Job Portal,2026-07-09 07:00:00,True,True,True,True,True,True,Hired
APP00928,CAND00928,InsightHub,BI Analyst,Hyderabad,Referral,2026-07-09 08:00:00,False,False,False,False,False,False,Applied
APP00458,CAND00458,DataNova,BI Analyst,Bengaluru,Company Website,2026-07-09 09:00:00,True,False,False,False,False,False,Screened
APP00291,CAND00291,InsightHub,BI Analyst,Delhi,Job Portal,2026-07-09 10:00:00,True,True,True,True,True,True,Hired
APP00831,CAND00831,Alpha Tech,Product Analyst,Hyderabad,Job Portal,2026-07-09 11:00:00,False,False,False,False,False,False,Applied
APP00869,CAND00869,InsightHub,Data Analyst,Bengaluru,LinkedIn,2026-07-09 14:00:00,False,False,False,False,False,False,Applied
APP00761,CAND00761,BrightWorks,BI Analyst,Mumbai,Job Portal,2026-07-09 15:00:00,False,False,False,False,False,False,Applied
APP00250,CAND00250,InsightHub,Marketing Analyst,Delhi,LinkedIn,2026-07-09 16:00:00,True,True,True,True,False,False,Interviewed
APP00481,CAND00481,DataNova,Marketing Analyst,Delhi,Referral,2026-07-09 17:00:00,True,True,True,True,True,True,Hired
APP00914,CAND00914,InsightHub,Data Analyst,Delhi,Company Website,2026-07-09 18:00:00,True,True,True,True,True,True,Hired
APP00659,CAND00659,DataNova,Product Analyst,Hyderabad,Referral,2026-07-09 19:00:00,False,False,False,False,False,False,Applied
APP00417,CAND00417,BrightWorks,Data Analyst,Mumbai,Job Portal,2026-07-09 20:00:00,True,True,True,False,False,False,Shortlisted
APP00383,CAND00383,BrightWorks,Marketing Analyst,Pune,Referral,2026-07-09 21:00:00,True,True,True,True,False,False,Interviewed
APP00665,CAND00665,InsightHub,BI Analyst,Delhi,Job Portal,2026-07-09 22:00:00,True,False,False,False,False,False,Screened
APP00168,CAND00168,Alpha Tech,Marketing Analyst,Hyderabad,Job Portal,2026-07-09 23:00:00,True,True,True,True,True,True,Hired
APP00813,CAND00813,BrightWorks,Data Analyst,Pune,Job Portal,2026-07-10 00:00:00,True,True,True,False,False,False,Shortlisted
APP00569,CAND00569,InsightHub,Business Analyst,Gurugram,Campus,2026-07-10 01:00:00,False,False,False,False,False,False,Applied
APP00501,CAND00501,Alpha Tech,Product Analyst,Pune,Referral,2026-07-10 02:00:00,True,True,True,True,False,False,Interviewed
APP00905,CAND00905,Alpha Tech,Business Analyst,Hyderabad,Company Website,2026-07-10 03:00:00,True,False,False,False,False,False,Screened
APP00969,CAND00969,Alpha Tech,Business Analyst,Pune,Referral,2026-07-10 04:00:00,True,False,False,False,False,False,Screened
APP00848,CAND00848,NextGen Labs,Data Analyst,Mumbai,Campus,2026-07-10 05:00:00,False,False,False,False,False,False,Applied
APP00656,CAND00656,Alpha Tech,Data Analyst,Gurugram,Job Portal,2026-07-10 06:00:00,False,False,False,False,False,False,Applied
APP00554,CAND00554,DataNova,Marketing Analyst,Pune,Referral,2026-07-10 07:00:00,True,False,False,False,False,False,Screened
APP00058,CAND00058,DataNova,BI Analyst,Bengaluru,Job Portal,2026-07-10 08:00:00,False,False,False,False,False,False,Applied
APP00581,CAND00581,BrightWorks,BI Analyst,Hyderabad,Company Website,2026-07-10 09:00:00,True,True,True,False,False,False,Shortlisted
APP00560,CAND00560,InsightHub,Data Analyst,Bengaluru,Referral,2026-07-10 10:00:00,False,False,False,False,False,False,Applied
